J,J2
0.974413,1.10235
0.838321,1.08745
0.971538,1.10203
0.929637,1.09742
0.939807,1.09854
0.956065,1.10033
0.830878,1.08664
0.933528,1.09785
0.94315,1.09891
0.81934,1.08538
0.998211,1.10497
0.897531,1.0939
0.959614,1.10072
0.983473,1.10335
0.961208,1.10089
0.616863,1.06363
0.934603,1.09797
0.985156,1.10353
0.967848,1.10162
0.635111,1.06557
0.951508,1.09982
0.927476,1.09718
0.94389,1.09899
0.957969,1.10054
0.888042,1.09287
0.915044,1.09582
0.930823,1.09755
0.804307,1.08375
0.971886,1.10207
0.947787,1.09942
0.956844,1.10041
0.861428,1.08996
0.786862,1.08186
0.995659,1.10469
0.973559,1.10225
0.932998,1.09779
0.647803,1.06692
0.626523,1.06466
0.826555,1.08617
0.915107,1.09583
0.955834,1.1003
0.96134,1.10091
0.920381,1.09641
0.997135,1.10485
0.760648,1.07903
0.994409,1.10455
0.958007,1.10054
0.544644,1.05597
0.895131,1.09364
0.957116,1.10044
0.901681,1.09436
0.928356,1.09728
0.90471,1.09469
0.925435,1.09696
0.896445,1.09379
0.965295,1.10134
0.594459,1.06125
0.971531,1.10203
0.989156,1.10397
0.920814,1.09645
0.861458,1.08997
0.551173,1.05666
0.997939,1.10494
0.845064,1.08818
0.84663,1.08835
0.951553,1.09983
0.909691,1.09524
0.994281,1.10454
0.947721,1.09941
0.898407,1.094
0.973037,1.1022
0.935931,1.09811
0.857555,1.08954
0.99978,1.10515
0.971302,1.102
0.88654,1.0927
0.898312,1.09399
0.928054,1.09725
0.790788,1.08229
0.87495,1.09144
0.970401,1.1019
0.9322,1.0977
0.999145,1.10508
0.794359,1.08268
0.902463,1.09444
0.97606,1.10253
0.757056,1.07864
0.900271,1.0942
0.965926,1.10141
0.870478,1.09095
0.918469,1.0962
0.996703,1.10481
0.928957,1.09735
0.917308,1.09607
0.943154,1.09891
0.994819,1.1046
0.934591,1.09797
0.870968,1.091
0.834979,1.08708
0.976859,1.10262
0.95541,1.10025
0.97985,1.10295
0.966549,1.10148
0.952914,1.09998
0.987532,1.10379
0.878483,1.09182
0.871565,1.09107
0.921746,1.09656
0.760139,1.07898
0.88338,1.09236
0.9138,1.09569
0.937914,1.09833
0.904457,1.09466
0.912962,1.09559
0.997685,1.10492
0.965733,1.10139
0.91437,1.09575
0.981194,1.10309
0.873823,1.09131
0.961816,1.10096
0.932425,1.09773
0.927439,1.09718
0.964153,1.10122
0.976321,1.10256
0.964875,1.1013
0.938389,1.09838
0.890201,1.0931
0.936403,1.09816
0.886684,1.09272
0.957441,1.10048
0.911693,1.09545
0.935175,1.09803
0.970871,1.10196
0.891232,1.09322
0.95761,1.1005
0.989023,1.10396
0.927611,1.0972
0.985513,1.10357
0.954151,1.10012
0.948835,1.09953
0.885932,1.09264
0.935752,1.09809
0.957143,1.10044
0.920021,1.09637
0.842046,1.08785
0.990971,1.10417
0.969574,1.10181
0.990355,1.10411
0.748941,1.07777
0.993568,1.10446
0.864943,1.09035
0.958853,1.10063
0.984498,1.10346
0.920782,1.09645
0.941538,1.09873
0.984262,1.10343
0.992877,1.10438
0.992062,1.10429
0.785831,1.08175
0.817907,1.08523
0.984897,1.1035
0.814752,1.08489
0.927436,1.09718
0.956244,1.10035
0.899915,1.09416
0.935762,1.09809
0.853745,1.08912
0.822779,1.08576
0.957448,1.10048
0.952352,1.09992
0.939602,1.09852
0.893045,1.09341
0.694806,1.07195
0.995701,1.1047
0.993089,1.10441
0.961831,1.10096
0.853207,1.08907
0.886458,1.09269
0.897735,1.09393
0.985985,1.10362
0.941388,1.09871
0.965078,1.10132
0.921232,1.0965
0.91042,1.09532
0.742449,1.07707
0.986529,1.10368
0.977481,1.10269
0.98044,1.10301
0.983615,1.10336
0.918561,1.09621
0.928192,1.09726
0.988209,1.10387
0.982604,1.10325
0.991946,1.10428
0.987226,1.10376
0.984889,1.1035
0.952012,1.09988
0.97917,1.10287
0.914941,1.09581
0.995582,1.10468
0.876595,1.09162
0.994629,1.10458
0.798357,1.08311
0.92053,1.09642
0.94555,1.09917
0.797527,1.08302
0.961751,1.10095
0.913131,1.09561
0.851949,1.08893
0.879341,1.09192
0.868274,1.09071
0.822162,1.08569
0.896553,1.0938
0.96569,1.10139
0.975575,1.10247
0.810566,1.08443
0.932884,1.09778
0.881197,1.09212
0.975752,1.10249
0.626215,1.06462
0.911948,1.09548
0.923259,1.09672
0.841148,1.08775
0.963491,1.10114
0.898294,1.09399
0.978736,1.10282
0.883792,1.0924
0.917579,1.0961
0.985942,1.10362
0.851089,1.08884
0.930602,1.09753
0.475356,1.04868
0.817781,1.08521
0.998073,1.10496
0.994158,1.10453
0.950198,1.09968
0.901602,1.09435
0.77336,1.08041
0.907564,1.095
0.953185,1.10001
0.903116,1.09452
0.875358,1.09148
0.822773,1.08576
0.945684,1.09918
0.844161,1.08808
0.995129,1.10463
0.95483,1.10019
0.772441,1.08031
0.959252,1.10068
0.944907,1.0991
0.881643,1.09217
0.933512,1.09785
0.911492,1.09543
0.986324,1.10366
0.993747,1.10448
0.903814,1.09459
0.923923,1.0968
0.997506,1.1049
0.990451,1.10412
0.930969,1.09757
0.895634,1.0937
0.961232,1.10089
0.92598,1.09702
0.73798,1.07659
0.959552,1.10071
0.963227,1.10111
0.953971,1.1001
0.830627,1.08661
0.84039,1.08767
0.875731,1.09152
0.966502,1.10148
0.975983,1.10252
0.974592,1.10237
0.972934,1.10218
0.890523,1.09314
0.917988,1.09614
0.954602,1.10017
0.980709,1.10304
0.997366,1.10488
0.806689,1.08401
0.858098,1.0896
0.992972,1.10439
0.882087,1.09222
0.762802,1.07926
0.977499,1.10269
0.714221,1.07403
0.964633,1.10127
0.917016,1.09604
0.982489,1.10324
0.79456,1.0827
0.965354,1.10135
0.911127,1.09539
0.922682,1.09666
0.946404,1.09926
0.970304,1.10189
0.96921,1.10177
0.999481,1.10511
0.9748,1.10239
0.857664,1.08955
0.903212,1.09453
0.979184,1.10287
0.93304,1.0978
0.990148,1.10408
0.914123,1.09572
0.98793,1.10384
0.844124,1.08808
0.923651,1.09677
0.917306,1.09607
0.978102,1.10275
0.97973,1.10293
0.912294,1.09552
0.79059,1.08227
0.923116,1.09671
0.940746,1.09864
0.973877,1.10229
0.902537,1.09445
0.997821,1.10493
0.817556,1.08519
0.846379,1.08832
0.974154,1.10232
0.985059,1.10352
0.929529,1.09741
0.956779,1.1004
0.976049,1.10253
0.876789,1.09164
0.988618,1.10391
0.782138,1.08135
0.90307,1.09451
0.879837,1.09197
0.931876,1.09767
0.93038,1.0975
0.589796,1.06075
0.883307,1.09235
0.8518,1.08891
0.985213,1.10354
0.901933,1.09439
0.913068,1.09561
0.996537,1.10479
0.952488,1.09993
0.877177,1.09168
0.968016,1.10164
0.963709,1.10117
0.839453,1.08757
0.99177,1.10426
0.992275,1.10432
0.805281,1.08386
0.99359,1.10446
0.998185,1.10497
0.787477,1.08193
0.825066,1.08601
0.994868,1.1046
0.933074,1.0978
0.933753,1.09787
0.911662,1.09545
0.983368,1.10333
0.982776,1.10327
0.970579,1.10192
0.912918,1.09559
0.89181,1.09328
0.901147,1.0943
0.576362,1.05933
0.89747,1.0939
0.956949,1.10042
0.822125,1.08569
0.968651,1.10171
0.993026,1.1044
0.904684,1.09469
0.915622,1.09588
0.850579,1.08878
0.896295,1.09377
0.987916,1.10384
0.928807,1.09733
0.745457,1.07739
0.834698,1.08705
0.907427,1.09499
0.913743,1.09568
0.981373,1.10311
0.890637,1.09315
0.929639,1.09742
0.962193,1.101
0.927682,1.09721
0.979326,1.10289
0.935412,1.09806
0.936042,1.09813
0.942318,1.09881
0.983901,1.10339
0.995171,1.10464
0.961745,1.10095
0.954858,1.10019
0.600805,1.06192
0.992059,1.10429
0.949813,1.09964
0.986679,1.1037
0.83566,1.08716
0.913815,1.09569
0.985948,1.10362
0.977706,1.10271
0.994773,1.10459
0.968847,1.10173
0.847995,1.0885
0.928822,1.09733
0.982662,1.10326
0.770213,1.08007
0.956353,1.10036
0.908767,1.09513
0.906685,1.09491
0.900292,1.09421
0.942364,1.09882
0.974164,1.10232
0.87605,1.09156
0.61657,1.0636
0.882213,1.09223
0.958022,1.10054
0.958163,1.10056
0.886622,1.09271
0.940435,1.09861
0.955973,1.10032
0.893312,1.09344
0.999691,1.10514
0.993032,1.1044
0.922509,1.09664
0.930727,1.09754
0.864106,1.09025
0.953077,1.1
0.94045,1.09861
0.87802,1.09177
0.635516,1.06561
0.938926,1.09844
0.790536,1.08226
0.877801,1.09175
0.996953,1.10483
0.890168,1.0931
0.954799,1.10019
0.838703,1.08749
0.983148,1.10331
0.953696,1.10007
0.828004,1.08632
0.902459,1.09444
0.854307,1.08919
0.991973,1.10428
0.935853,1.0981
0.641982,1.0663
0.920538,1.09642
0.939408,1.09849
0.937173,1.09825
0.939109,1.09846
0.987439,1.10378
0.95104,1.09977
0.975855,1.10251
0.984282,1.10344
0.94046,1.09861
0.936555,1.09818
0.909177,1.09518
0.930663,1.09753
0.883693,1.09239
0.999598,1.10513
0.995269,1.10465
0.916228,1.09595
0.996122,1.10474
0.95069,1.09973
0.954888,1.1002
0.914856,1.0958
0.968093,1.10165
0.951567,1.09983
0.865169,1.09037
0.997054,1.10485
0.91513,1.09583
0.983167,1.10331
0.932215,1.0977
0.968899,1.10174
0.929443,1.0974
0.936139,1.09814
0.901985,1.09439
0.846426,1.08833
0.801162,1.08341
0.870796,1.09098
0.927889,1.09723
0.638085,1.06589
0.959431,1.1007
0.962114,1.10099
0.990759,1.10415
0.992636,1.10436
0.957184,1.10045
0.850854,1.08881
0.928758,1.09733
0.96563,1.10138
0.724619,1.07515
0.705907,1.07314
0.981009,1.10307
0.945847,1.0992
0.977287,1.10266
0.996652,1.1048
0.958207,1.10056
0.995252,1.10465
0.955174,1.10023
0.902642,1.09446
0.990645,1.10414
0.978123,1.10276
0.954644,1.10017
0.987087,1.10374
0.931771,1.09766
0.847374,1.08843
0.939459,1.0985
0.856222,1.08939
0.989773,1.10404
0.957236,1.10045
0.868825,1.09077
0.965911,1.10141
0.929099,1.09736
0.975629,1.10248
0.866507,1.09052
0.906598,1.0949
0.866166,1.09048
0.806145,1.08395
0.749559,1.07784
0.960393,1.1008
0.687224,1.07114
0.90709,1.09495
0.910579,1.09533
0.93828,1.09837
0.830395,1.08658
0.904374,1.09465
0.801738,1.08348
0.891495,1.09324
0.913207,1.09562
0.981785,1.10316
0.774491,1.08053
0.982626,1.10325
0.98373,1.10337
0.805014,1.08383
0.877721,1.09174
0.889413,1.09302
0.93792,1.09833
0.978568,1.1028
0.977082,1.10264
0.947065,1.09934
0.960616,1.10083
0.908663,1.09512
0.773953,1.08047
0.94435,1.09904
0.956524,1.10038
0.945806,1.0992
0.931791,1.09766
0.993255,1.10443
0.966971,1.10153
0.942237,1.09881
0.940196,1.09858
0.980562,1.10302
0.94701,1.09933
0.971804,1.10206
0.895269,1.09366
0.955284,1.10024
0.999763,1.10514
0.838726,1.08749
0.862765,1.09011
0.986742,1.10371
0.892964,1.0934
0.93689,1.09822
0.988558,1.10391
0.905095,1.09473
0.918537,1.0962
0.859812,1.08979
0.976494,1.10258
0.941251,1.0987
0.893995,1.09352
0.940928,1.09866
0.871296,1.09104
0.88515,1.09255
0.95786,1.10052
0.980775,1.10305
0.692434,1.0717
0.95938,1.10069
0.584288,1.06017
0.919842,1.09635
0.964309,1.10123
0.901216,1.09431
0.981029,1.10308
0.957119,1.10044
0.980519,1.10302
0.80331,1.08365
0.974182,1.10232
0.834411,1.08702
0.954533,1.10016
0.984483,1.10346
0.829475,1.08648
0.936767,1.0982
0.694753,1.07195
0.759473,1.07891
0.936823,1.09821
0.811366,1.08452
0.871282,1.09104
0.970441,1.10191
0.959379,1.10069
0.883543,1.09238
0.937495,1.09828
0.98804,1.10385
0.980977,1.10307
0.998406,1.10499
0.943776,1.09897
0.993629,1.10447
0.855355,1.0893
0.902496,1.09445
0.990412,1.10411
0.99696,1.10483
0.892267,1.09333
0.567202,1.05836
0.891505,1.09325
0.864438,1.09029
0.969446,1.1018
0.989873,1.10405
0.801945,1.0835
0.750658,1.07796
0.922233,1.09661
0.976987,1.10263
0.916684,1.096
0.977342,1.10267
0.955407,1.10025
0.888966,1.09297
0.987307,1.10377
0.948823,1.09953
0.958842,1.10063
0.866827,1.09055
0.945791,1.0992
0.95351,1.10004
0.988318,1.10388
0.992555,1.10435
0.962587,1.10104
0.888192,1.09288
0.874735,1.09141
0.94029,1.09859
0.750083,1.07789
0.93833,1.09838
0.902013,1.09439
0.720383,1.0747
0.997265,1.10487
0.908299,1.09508
0.699274,1.07243
0.954287,1.10013
0.954503,1.10015
0.872617,1.09118
0.901765,1.09437
0.87912,1.09189
0.947537,1.09939
0.999873,1.10516
0.776476,1.08074
0.660391,1.06827
0.993015,1.1044
0.962888,1.10108
0.994685,1.10458
0.867386,1.09061
0.999181,1.10508
0.93721,1.09825
0.979565,1.10291
0.920402,1.09641
0.991924,1.10428
0.851565,1.08889
0.872271,1.09114
0.86707,1.09058
0.996077,1.10474
0.861768,1.09
0.912981,1.0956
0.913902,1.0957
0.960737,1.10084
0.811655,1.08455
0.995864,1.10471
0.904187,1.09463
0.954664,1.10017
0.691161,1.07156
0.787057,1.08189
0.940316,1.09859
0.996744,1.10481
0.674938,1.06982
0.996937,1.10483
0.924337,1.09684
0.961656,1.10094
0.902161,1.09441
0.884637,1.09249
0.914161,1.09572
0.983649,1.10337
0.945846,1.0992
0.843157,1.08797
0.967427,1.10158
0.829314,1.08647
0.894149,1.09353
0.994997,1.10462
0.963722,1.10117
0.904574,1.09467
0.996124,1.10474
0.900514,1.09423
0.979788,1.10294
0.954615,1.10017
0.870344,1.09093
0.984068,1.10341
0.771716,1.08023
0.98422,1.10343
0.857969,1.08959
0.865332,1.09039
0.942438,1.09883
0.880154,1.092
0.997206,1.10486
0.971078,1.10198
0.803135,1.08363
0.976849,1.10262
0.995586,1.10468
0.920221,1.09639
0.989678,1.10403
0.85429,1.08918
0.961932,1.10097
0.909976,1.09527
0.918947,1.09625
0.993,1.1044
0.867979,1.09068
0.889544,1.09303
0.962021,1.10098
0.550223,1.05656
0.878493,1.09182
0.724666,1.07516
0.969732,1.10183
0.745813,1.07743
0.965961,1.10142
0.744364,1.07728
0.822137,1.08569
0.89568,1.0937
0.97867,1.10282
0.970625,1.10193
0.98229,1.10322
0.936456,1.09817
0.919807,1.09634
0.924555,1.09686
0.982924,1.10329
0.916365,1.09597
0.677143,1.07006
0.976431,1.10257
0.99425,1.10454
0.817647,1.0852
0.91425,1.09573
0.879917,1.09198
0.95522,1.10023
0.766795,1.0797
0.961489,1.10092
0.963225,1.10111
0.999734,1.10514
0.904683,1.09469
0.848625,1.08857
0.939903,1.09855
0.945907,1.09921
0.96044,1.10081
0.997669,1.10491
0.979293,1.10288
0.857359,1.08952
0.871324,1.09104
0.929129,1.09737
0.917626,1.0961
0.84046,1.08768
0.983158,1.10331
0.936287,1.09815
0.97494,1.1024
0.990187,1.10409
0.997382,1.10488
0.960282,1.10079
0.99966,1.10513
0.755123,1.07844
0.994586,1.10457
0.871968,1.09111
0.672362,1.06955
0.842867,1.08794
0.843589,1.08802
0.984747,1.10349
0.981613,1.10314
0.951498,1.09982
0.863149,1.09015
0.966705,1.1015
0.991781,1.10426
0.893489,1.09346
0.937351,1.09827
0.988761,1.10393
0.958896,1.10064
0.838813,1.0875
0.986707,1.1037
0.967967,1.10164
0.914176,1.09573
0.976027,1.10252
0.977316,1.10267
0.845555,1.08823
0.650807,1.06725
0.953381,1.10003
0.843638,1.08802
0.883421,1.09236
0.951245,1.0998
0.945904,1.09921
0.995642,1.10469
0.91275,1.09557
0.876842,1.09164
0.907199,1.09496
0.774565,1.08054
0.933444,1.09784
0.958266,1.10057
0.831068,1.08666
0.955643,1.10028
0.855262,1.08929
0.993498,1.10445
0.990465,1.10412
0.948217,1.09946
0.914942,1.09581
0.968919,1.10174
0.96907,1.10176
0.987203,1.10376
0.751687,1.07807
0.953516,1.10005
0.842796,1.08793
0.985549,1.10357
0.995804,1.10471
0.717382,1.07437
0.561427,1.05775
0.92571,1.09699
0.677211,1.07007
0.989706,1.10403
0.997898,1.10494
0.915936,1.09592
0.907347,1.09498
0.73238,1.07599
0.997793,1.10493
0.659476,1.06817
0.871146,1.09102
0.868794,1.09077
0.92508,1.09692
0.990241,1.10409
0.821414,1.08561
0.977474,1.10268
0.731704,1.07591
0.937879,1.09833
0.786315,1.08181
0.980494,1.10302
0.949122,1.09956
0.992492,1.10434
0.915259,1.09585
0.935238,1.09804
0.954994,1.10021
0.91047,1.09532
0.999881,1.10516
0.883707,1.09239
0.957333,1.10047
0.988295,1.10388
0.975415,1.10246
0.900656,1.09425
0.940591,1.09862
0.932289,1.09771
0.948862,1.09953
0.971748,1.10205
0.901489,1.09434
0.942027,1.09878
0.91971,1.09633
0.905309,1.09476
0.872649,1.09119
0.83025,1.08657
0.94439,1.09904
0.850776,1.0888
0.883757,1.0924
0.992397,1.10433
0.924907,1.0969
0.955301,1.10024
0.981902,1.10317
0.92145,1.09652
0.94953,1.09961
0.803543,1.08367
0.989264,1.10399
0.976961,1.10263
0.999209,1.10508
0.816295,1.08505
0.996347,1.10477
0.96318,1.10111
0.961525,1.10093
0.961819,1.10096
0.871867,1.0911
0.917072,1.09604
0.887714,1.09283
0.936424,1.09817
0.920852,1.09646
0.931322,1.09761
0.989776,1.10404
0.987123,1.10375
0.73136,1.07588
0.938285,1.09837
0.886021,1.09265
0.910397,1.09531
0.868004,1.09068
0.777265,1.08083
0.992089,1.1043
0.974949,1.10241
0.995511,1.10467
0.77436,1.08051
0.928739,1.09732
0.886726,1.09272
0.980506,1.10302
0.916137,1.09594
0.92195,1.09658
0.984997,1.10351
0.911726,1.09546
0.915484,1.09587
0.971607,1.10204
0.977159,1.10265
0.788708,1.08206
0.957922,1.10053
0.911293,1.09541
0.96377,1.10117
0.904715,1.09469
0.937613,1.0983
0.935521,1.09807
0.96761,1.1016
0.994159,1.10453
0.870473,1.09095
0.994089,1.10452
0.949421,1.0996
0.707122,1.07327
0.96259,1.10104
0.941,1.09867
0.999446,1.10511
0.866541,1.09052
0.996832,1.10482
0.832985,1.08687
0.919718,1.09633
0.951627,1.09984
0.940663,1.09863
0.934741,1.09798
0.976044,1.10253
0.961492,1.10092
0.988621,1.10391
0.971794,1.10206
0.80943,1.08431
0.783739,1.08153
0.980982,1.10307
0.972451,1.10213
0.962103,1.10099
0.932653,1.09775
0.952009,1.09988
0.926996,1.09713
0.902659,1.09447
0.843195,1.08798
0.890398,1.09312
0.993676,1.10447
0.984551,1.10346
0.943004,1.09889
0.832424,1.08681
0.997512,1.1049
0.948837,1.09953
0.878201,1.09179
0.935963,1.09812
0.864288,1.09027
0.899083,1.09407
0.887208,1.09278
0.805697,1.0839
0.896096,1.09375
0.977841,1.10272
0.974007,1.1023
0.9315,1.09763
0.998158,1.10497
0.998085,1.10496
0.850577,1.08878
0.964893,1.1013
0.881769,1.09218
0.874146,1.09135
0.864851,1.09034
0.807032,1.08405
0.990827,1.10416
0.964682,1.10127
0.993572,1.10446
0.878109,1.09178
0.896379,1.09378
0.954611,1.10017
0.851803,1.08891
0.751131,1.07801
0.895053,1.09363
0.954596,1.10016
0.989313,1.10399
0.956851,1.10041
0.978858,1.10284
0.974441,1.10235
0.884242,1.09245
0.910695,1.09535
0.972844,1.10217
0.922402,1.09663
0.991873,1.10427
0.856817,1.08946
0.567304,1.05837
0.964555,1.10126
0.963789,1.10118
0.822527,1.08573
0.993131,1.10441
0.9832,1.10332
0.990619,1.10413
0.972685,1.10216
0.94421,1.09902
