J,J2
0.442236,0.62713
1.36197,1.60427
0.579334,0.635787
1.39568,1.60969
0.534331,0.632932
1.34551,1.60163
0.561222,0.634636
1.02821,1.55161
0.598053,0.636978
1.31972,1.59751
0.597931,0.63697
1.39899,1.61022
0.587422,0.636301
1.38336,1.60771
0.567924,0.635062
1.24693,1.58592
0.587143,0.636283
1.30296,1.59483
0.565746,0.634923
1.30274,1.5948
0.516946,0.631832
1.38855,1.60854
0.592369,0.636616
1.35569,1.60326
0.558577,0.634468
1.0987,1.56259
0.560154,0.634568
1.38588,1.60811
0.582056,0.63596
1.32212,1.59789
0.54352,0.633514
1.30773,1.59559
0.554806,0.634229
1.37182,1.60585
0.545777,0.633657
1.35769,1.60358
0.527792,0.632518
1.34227,1.60111
0.581836,0.635946
1.34704,1.60188
0.567553,0.635038
1.39411,1.60943
0.545679,0.633651
1.39748,1.60998
0.576526,0.635608
1.3988,1.61019
0.599661,0.63708
1.00797,1.54847
0.577986,0.635701
1.11878,1.56573
0.584991,0.636146
1.30899,1.59579
0.464769,0.628544
1.37544,1.60643
0.565699,0.63492
1.35945,1.60387
0.599986,0.637101
1.3387,1.60054
0.593007,0.636657
1.37707,1.6067
0.568735,0.635113
1.39883,1.61019
0.560003,0.634559
1.1365,1.5685
0.43986,0.626981
1.37621,1.60656
0.558039,0.634434
1.15331,1.57114
0.592843,0.636646
1.31017,1.59598
0.592402,0.636618
1.25438,1.5871
0.511938,0.631516
1.37561,1.60646
0.500134,0.630771
1.0557,1.55588
0.567634,0.635043
1.33908,1.6006
0.548377,0.633821
1.15897,1.57203
0.477545,0.629348
1.17045,1.57384
0.499662,0.630741
1.3005,1.59444
0.527423,0.632495
1.14905,1.57047
0.504901,0.631072
1.3896,1.60871
0.554277,0.634196
1.24293,1.58529
0.572628,0.63536
1.18792,1.57659
0.592356,0.636615
1.33127,1.59935
0.54959,0.633898
1.16989,1.57375
0.449984,0.627616
1.39723,1.60994
0.513139,0.631592
1.28959,1.5927
0.53538,0.632998
1.24648,1.58585
0.501306,0.630845
1.33795,1.60042
0.52301,0.632216
1.14981,1.57059
0.57812,0.635709
1.26245,1.58838
0.591218,0.636543
1.29277,1.59321
0.578806,0.635753
1.32527,1.59839
0.587322,0.636295
1.25516,1.58723
0.572231,0.635335
1.37129,1.60577
0.550505,0.633956
1.3183,1.59728
0.381399,0.623326
1.21871,1.58145
0.524772,0.632327
1.27097,1.58974
0.589882,0.636458
1.39667,1.60985
0.500488,0.630793
1.31665,1.59702
0.559061,0.634499
1.18246,1.57573
0.575585,0.635548
1.17134,1.57398
0.570291,0.635212
1.3108,1.59608
0.556819,0.634357
1.3342,1.59982
0.420033,0.625739
1.2695,1.5895
0.548434,0.633825
1.31454,1.59668
0.536843,0.633091
1.0322,1.55223
0.593924,0.636715
1.37131,1.60577
0.533091,0.632853
1.02655,1.55135
0.463706,0.628478
1.2561,1.58738
0.582917,0.636014
1.09064,1.56133
0.463798,0.628483
1.35494,1.60314
0.567842,0.635056
1.35485,1.60313
0.567059,0.635007
1.38537,1.60803
0.570156,0.635203
1.3671,1.60509
0.577856,0.635693
1.07216,1.55845
0.568591,0.635104
1.22415,1.58231
0.564933,0.634872
1.37179,1.60585
0.598915,0.637033
1.25522,1.58724
0.574625,0.635487
1.35929,1.60384
0.549565,0.633897
1.22417,1.58232
0.589026,0.636403
0.994448,1.54638
0.550584,0.633961
1.35118,1.60254
0.527444,0.632496
1.35189,1.60265
0.580871,0.635884
1.1063,1.56377
0.594367,0.636743
1.18728,1.57649
0.48623,0.629895
1.39283,1.60923
0.55568,0.634285
1.32891,1.59898
0.540274,0.633308
1.2466,1.58587
0.548145,0.633807
1.31888,1.59737
0.555532,0.634275
1.39284,1.60923
0.489722,0.630115
1.38065,1.60727
0.596226,0.636862
1.30153,1.5946
0.587692,0.636318
1.09751,1.5624
0.581845,0.635946
1.32281,1.598
0.590807,0.636516
1.17946,1.57526
0.566006,0.63494
1.2894,1.59267
0.380887,0.623294
1.28632,1.59218
0.590988,0.636528
1.31448,1.59667
0.582522,0.635989
1.21616,1.58105
0.570949,0.635254
1.27308,1.59007
0.593242,0.636671
1.20225,1.57885
0.490808,0.630183
1.16053,1.57228
0.391539,0.623958
1.38607,1.60814
0.530559,0.632693
1.34129,1.60096
0.533854,0.632902
1.388,1.60845
0.562587,0.634723
1.15521,1.57144
0.562544,0.63472
1.2246,1.58238
0.546917,0.633729
0.839455,1.5226
0.424192,0.625999
1.22243,1.58204
0.470654,0.628914
1.07681,1.55917
0.58753,0.636308
1.2173,1.58123
0.566249,0.634955
1.29251,1.59317
0.546092,0.633677
1.22153,1.5819
0.530895,0.632714
1.36222,1.60431
0.584648,0.636125
1.17365,1.57434
0.582923,0.636015
1.30149,1.5946
0.563884,0.634805
1.33849,1.60051
0.498527,0.63067
1.30694,1.59547
0.56589,0.634932
1.14708,1.57016
0.598926,0.637034
1.25654,1.58745
0.575768,0.63556
1.37686,1.60666
0.576725,0.635621
0.863608,1.52628
0.560762,0.634607
1.37922,1.60704
0.580709,0.635874
0.889156,1.53018
0.570905,0.635251
1.29847,1.59412
0.566334,0.634961
1.34116,1.60094
0.532825,0.632837
1.28106,1.59134
0.558494,0.634463
1.12603,1.56686
0.583131,0.636028
1.3269,1.59865
0.574106,0.635454
1.206,1.57944
0.472117,0.629006
1.39392,1.6094
0.584135,0.636092
1.3062,1.59535
0.388682,0.62378
0.877133,1.52835
0.495933,0.630506
1.28115,1.59136
0.573501,0.635416
1.34588,1.60169
0.552229,0.634066
1.39599,1.60974
0.456389,0.628018
1.39217,1.60912
0.574804,0.635499
0.762502,1.51093
0.537079,0.633106
1.33996,1.60074
0.541008,0.633355
1.2997,1.59431
0.542826,0.63347
1.29561,1.59366
0.537867,0.633156
1.35141,1.60258
0.356675,0.621787
1.36014,1.60398
0.593493,0.636688
1.28914,1.59263
0.516875,0.631828
0.771642,1.51231
0.598763,0.637023
1.18309,1.57583
0.507978,0.631266
1.33217,1.5995
0.545815,0.633659
1.39199,1.60909
0.568633,0.635107
1.25777,1.58764
0.583822,0.636072
1.3103,1.596
0.514533,0.63168
1.39969,1.61033
0.582781,0.636006
1.24116,1.58501
0.538987,0.633227
1.29928,1.59424
0.474473,0.629155
1.22493,1.58244
0.582241,0.635971
1.30508,1.59517
0.599487,0.637069
1.1121,1.56468
0.541478,0.633384
1.36648,1.60499
0.454234,0.627882
1.26038,1.58806
0.579556,0.635801
1.21867,1.58145
0.551081,0.633993
1.39538,1.60964
0.557374,0.634392
1.28423,1.59185
0.565892,0.634933
1.39275,1.60922
0.560754,0.634606
1.21935,1.58155
0.500987,0.630825
1.3676,1.60517
0.573246,0.6354
1.37179,1.60585
0.57993,0.635825
1.33408,1.5998
0.592519,0.636625
1.22988,1.58322
0.522939,0.632211
1.29044,1.59284
0.456083,0.627999
1.23673,1.5843
0.54828,0.633815
1.31308,1.59645
0.542674,0.63346
1.27815,1.59088
0.598611,0.637013
1.35203,1.60268
0.548622,0.633837
1.37367,1.60615
0.524294,0.632297
1.34654,1.6018
0.559455,0.634524
1.29841,1.59411
0.578492,0.635733
1.36685,1.60505
0.578925,0.635761
1.31374,1.59655
0.534121,0.632919
1.31096,1.59611
0.53201,0.632785
1.34042,1.60082
0.547016,0.633735
1.30924,1.59583
0.582523,0.635989
1.24773,1.58605
0.574566,0.635484
1.38463,1.60791
0.556567,0.634341
1.37972,1.60712
0.572491,0.635352
1.32837,1.59889
0.531559,0.632756
1.31005,1.59596
0.574286,0.635466
1.28803,1.59245
0.505228,0.631092
1.38736,1.60835
0.581744,0.63594
1.3865,1.60821
0.449365,0.627577
1.391,1.60893
0.518966,0.63196
1.34239,1.60113
0.590699,0.63651
1.28909,1.59262
0.564923,0.634871
1.37797,1.60684
0.595726,0.63683
1.38889,1.60859
0.471499,0.628967
1.14507,1.56985
0.590938,0.636525
1.14065,1.56916
0.556461,0.634334
1.33874,1.60055
0.539949,0.633288
1.31007,1.59597
0.512247,0.631536
1.15189,1.57092
0.574469,0.635477
1.33329,1.59968
0.563761,0.634797
1.25026,1.58645
0.416883,0.625542
1.39398,1.60941
0.595853,0.636838
1.34656,1.6018
0.511924,0.631515
1.24104,1.58499
0.538641,0.633205
1.38038,1.60723
0.564833,0.634865
1.35111,1.60253
0.552739,0.634098
1.27459,1.59031
0.44547,0.627332
1.38114,1.60735
0.586489,0.636242
1.37262,1.60598
0.590169,0.636476
1.28599,1.59213
0.556915,0.634363
1.38349,1.60773
0.589562,0.636437
1.38872,1.60857
0.592336,0.636614
1.37884,1.60698
0.571207,0.63527
1.37084,1.60569
0.548965,0.633859
1.39381,1.60939
0.525957,0.632402
1.39248,1.60917
0.479014,0.62944
1.28874,1.59257
0.56733,0.635024
1.11654,1.56538
0.577051,0.635641
1.27838,1.59092
0.511169,0.631468
1.23108,1.58341
0.520964,0.632086
1.15103,1.57078
0.537932,0.63316
1.35197,1.60267
0.585345,0.636169
1.13479,1.56824
0.55973,0.634542
1.23368,1.58382
0.585451,0.636176
0.876701,1.52828
0.547169,0.633745
1.29256,1.59317
0.504689,0.631058
1.34889,1.60217
0.538977,0.633226
1.37023,1.6056
0.530275,0.632675
1.28461,1.59191
0.591565,0.636565
1.19152,1.57716
0.558361,0.634455
0.665498,1.49634
0.490668,0.630174
1.3973,1.60995
0.596495,0.636879
1.33028,1.59919
0.540961,0.633352
1.0827,1.56009
0.544538,0.633578
1.33446,1.59986
0.54187,0.633409
1.2255,1.58253
0.493664,0.630363
1.32396,1.59818
0.506497,0.631173
1.39318,1.60929
0.572898,0.635378
1.08142,1.55989
0.575551,0.635546
1.32287,1.59801
0.528986,0.632594
1.30692,1.59546
0.546895,0.633728
1.38085,1.6073
0.596248,0.636863
1.26534,1.58884
0.554354,0.6342
1.39651,1.60982
0.59427,0.636737
1.30336,1.59489
0.537381,0.633125
1.34572,1.60167
0.555588,0.634279
1.03317,1.55238
0.575731,0.635558
1.34852,1.60211
0.572382,0.635345
1.16288,1.57265
0.504234,0.63103
1.22602,1.58261
0.579901,0.635823
1.36638,1.60498
0.584755,0.636131
1.36211,1.60429
0.534314,0.632931
1.28518,1.592
0.572761,0.635369
1.37299,1.60604
0.59842,0.637001
1.12937,1.56739
0.514859,0.631701
1.39016,1.6088
0.529252,0.63261
1.06792,1.55778
0.586499,0.636242
0.99991,1.54723
0.57878,0.635751
1.28382,1.59178
0.589494,0.636433
1.11238,1.56473
0.579212,0.635779
1.27558,1.59047
0.553609,0.634153
1.32497,1.59835
0.582183,0.635968
1.35689,1.60346
0.599689,0.637082
1.36472,1.60471
0.514598,0.631684
1.2645,1.58871
0.58751,0.636307
1.30626,1.59536
0.594089,0.636725
1.27977,1.59114
0.592758,0.636641
1.18177,1.57562
0.55419,0.63419
1.28423,1.59185
0.586861,0.636265
1.37162,1.60582
0.547376,0.633758
1.10683,1.56386
0.553869,0.63417
1.31704,1.59708
0.584326,0.636104
1.26355,1.58856
0.598693,0.637019
1.14458,1.56977
0.507828,0.631257
1.36382,1.60457
0.591036,0.636531
1.30134,1.59457
0.574067,0.635452
1.36647,1.60499
0.526073,0.632409
1.38407,1.60782
0.469283,0.628828
1.2643,1.58868
0.527902,0.632525
1.30463,1.5951
0.558228,0.634446
0.825714,1.52051
0.529984,0.632657
1.19252,1.57732
0.591128,0.636537
1.26271,1.58842
0.547841,0.633788
1.39515,1.6096
0.571493,0.635288
1.22805,1.58293
0.58081,0.63588
1.34919,1.60222
0.503672,0.630994
1.38848,1.60853
0.595365,0.636807
1.12739,1.56708
0.596154,0.636857
1.39746,1.60997
0.472486,0.62903
1.15509,1.57142
0.596921,0.636906
1.3063,1.59537
0.560252,0.634575
1.27633,1.59059
0.590021,0.636466
1.37589,1.6065
0.582348,0.635978
1.27809,1.59087
0.535086,0.63298
1.26161,1.58825
0.345817,0.621112
1.25646,1.58743
0.57417,0.635458
1.15097,1.57078
0.581191,0.635905
1.39024,1.60881
0.542811,0.633469
1.28187,1.59147
0.510347,0.631416
1.25481,1.58717
0.59275,0.63664
1.30033,1.59441
0.447274,0.627446
1.16858,1.57354
0.544456,0.633573
1.27924,1.59105
0.588824,0.63639
1.24689,1.58591
0.557784,0.634418
1.34707,1.60188
0.556609,0.634343
1.37106,1.60573
0.561247,0.634638
1.31046,1.59603
0.565391,0.634901
1.37746,1.60676
0.597103,0.636917
1.34644,1.60178
0.572915,0.635379
0.841127,1.52285
0.595236,0.636798
1.32974,1.59911
0.592007,0.636593
1.16992,1.57376
0.548289,0.633816
1.38033,1.60722
0.586624,0.63625
1.39268,1.60921
0.581308,0.635912
1.18719,1.57648
0.557293,0.634387
1.37573,1.60648
0.462128,0.628378
1.33889,1.60057
0.54526,0.633624
1.26936,1.58948
0.540175,0.633302
1.31931,1.59744
0.584498,0.636115
1.22647,1.58268
0.369942,0.622612
1.2351,1.58405
0.574813,0.635499
1.34143,1.60098
0.531973,0.632783
1.31661,1.59701
0.573584,0.635421
1.25064,1.58651
0.599814,0.63709
1.39024,1.60881
0.553506,0.634147
1.30302,1.59484
0.518464,0.631928
1.33431,1.59984
0.56427,0.63483
1.22923,1.58312
0.381309,0.62332
1.3145,1.59667
0.474322,0.629145
1.22892,1.58307
0.598172,0.636985
1.24624,1.58581
0.57288,0.635376
1.17418,1.57443
0.589889,0.636458
1.33517,1.59998
0.496802,0.630561
1.26344,1.58854
0.512584,0.631557
1.38876,1.60857
0.561512,0.634655
0.898775,1.53166
0.552323,0.634072
1.31517,1.59678
0.562304,0.634705
1.31475,1.59671
0.592464,0.636622
1.33146,1.59938
0.585513,0.63618
1.37799,1.60684
0.564276,0.63483
1.31118,1.59614
0.545506,0.63364
1.30293,1.59483
0.530216,0.632671
1.39944,1.61029
0.597162,0.636921
1.28272,1.59161
0.597673,0.636954
1.33097,1.5993
0.572933,0.63538
1.2808,1.5913
0.580856,0.635883
1.33219,1.5995
0.519101,0.631969
1.39588,1.60972
0.549078,0.633866
1.37643,1.60659
0.559329,0.634516
1.35646,1.60339
0.557666,0.634411
1.31059,1.59605
0.541191,0.633366
1.185,1.57613
0.480697,0.629546
1.21912,1.58152
0.556733,0.634351
0.893318,1.53082
0.575659,0.635553
1.34696,1.60186
0.594455,0.636749
1.38969,1.60872
0.57431,0.635467
1.1912,1.57711
0.557255,0.634384
1.35188,1.60265
0.434771,0.626662
0.98827,1.54543
0.588606,0.636376
1.32419,1.59822
0.586372,0.636234
1.39531,1.60963
0.574924,0.635506
1.39335,1.60931
0.573105,0.635391
1.2637,1.58858
0.594387,0.636744
1.36937,1.60546
0.572786,0.635371
1.38192,1.60747
0.559062,0.634499
1.18632,1.57634
0.563675,0.634792
1.19871,1.57829
0.593864,0.636711
1.34013,1.60077
0.521295,0.632107
1.35228,1.60272
0.55746,0.634397
1.36588,1.6049
0.519904,0.632019
1.26924,1.58946
0.519699,0.632006
1.1286,1.56727
0.449736,0.6276
1.34455,1.60148
0.412335,0.625257
1.26993,1.58957
0.546347,0.633693
1.31359,1.59653
0.498237,0.630651
1.26612,1.58897
0.481043,0.629568
1.24809,1.58611
0.547924,0.633793
1.3745,1.60628
0.464695,0.62854
1.37568,1.60647
0.590238,0.63648
1.12702,1.56702
0.526633,0.632445
1.24518,1.58564
0.562752,0.634733
1.36999,1.60556
0.586249,0.636226
1.32589,1.59849
0.57637,0.635598
1.27213,1.58992
0.464372,0.628519
1.32209,1.59789
0.573915,0.635442
1.32413,1.59821
0.559075,0.6345
1.39056,1.60886
0.580183,0.635841
1.31913,1.59741
0.564117,0.63482
1.37279,1.60601
0.568206,0.63508
1.36053,1.60404
0.537162,0.633111
1.3374,1.60033
0.599858,0.637093
1.17422,1.57443
0.517659,0.631878
1.38144,1.6074
0.535778,0.633023
1.31165,1.59622
0.593135,0.636665
1.26713,1.58913
0.551122,0.633996
1.20374,1.57909
0.585897,0.636204
1.31775,1.59719
0.536397,0.633063
1.3173,1.59712
0.522777,0.632201
1.23921,1.5847
0.574716,0.635493
1.37309,1.60605
0.41546,0.625453
1.34313,1.60125
0.350573,0.621407
1.28778,1.59241
0.578586,0.635739
1.2617,1.58827
0.588618,0.636377
1.33997,1.60074
0.588312,0.636358
1.12463,1.56664
0.584509,0.636116
1.16818,1.57348
0.57272,0.635366
1.37828,1.60689
0.497685,0.630617
1.31147,1.59619
0.416852,0.62554
1.06326,1.55706
0.562094,0.634691
1.13591,1.56841
0.522769,0.6322
1.35862,1.60373
0.575627,0.635551
1.23696,1.58434
0.562497,0.634717
1.38326,1.60769
0.588586,0.636375
1.39777,1.61002
0.566266,0.634956
1.39108,1.60895
0.513213,0.631597
1.26349,1.58855
0.594247,0.636736
1.39574,1.6097
0.53536,0.632997
0.794083,1.5157
0.534903,0.632968
1.21021,1.58011
0.581668,0.635935
1.38582,1.6081
0.481167,0.629576
1.05092,1.55514
0.55334,0.634136
1.36778,1.6052
0.55001,0.633925
1.36828,1.60528
0.573244,0.6354
1.24455,1.58554
0.592384,0.636617
1.32835,1.59889
0.575305,0.635531
1.21356,1.58064
0.567474,0.635033
1.33491,1.59994
0.592991,0.636656
1.38958,1.60871
0.577552,0.635673
1.24347,1.58537
0.524841,0.632331
1.31641,1.59698
0.45005,0.62762
1.31366,1.59654
0.541208,0.633367
1.00854,1.54856
0.598359,0.636997
1.27162,1.58984
0.419565,0.625709
1.336,1.60011
0.572702,0.635365
1.22166,1.58192
0.541059,0.633358
1.23077,1.58336
0.568522,0.6351
1.39982,1.61035
0.465885,0.628614
0.924547,1.53561
0.595809,0.636835
1.34804,1.60204
0.596811,0.636899
1.21434,1.58076
0.599509,0.637071
1.31209,1.59629
0.587739,0.636321
1.28856,1.59254
0.595154,0.636793
1.19219,1.57726
0.523362,0.632238
1.2139,1.58069
0.597646,0.636952
1.20648,1.57952
0.547788,0.633784
1.27946,1.59109
0.576442,0.635603
1.13632,1.56848
0.597519,0.636944
1.26586,1.58893
0.572798,0.635371
0.967626,1.54224
0.472234,0.629014
1.31644,1.59698
0.598046,0.636977
0.944914,1.53874
0.598162,0.636985
1.29407,1.59341
0.576993,0.635638
1.26303,1.58848
0.530782,0.632707
1.27983,1.59115
0.59019,0.636477
1.32418,1.59822
0.505894,0.631135
1.3544,1.60306
0.497589,0.630611
1.25181,1.58669
0.596998,0.636911
1.34921,1.60223
0.542744,0.633465
1.39457,1.60951
0.540309,0.63331
1.3717,1.60583
0.572769,0.635369
1.21848,1.58142
0.590441,0.636493
1.0804,1.55973
0.590532,0.636499
1.20116,1.57868
0.519199,0.631975
1.31941,1.59746
0.528092,0.632537
1.39609,1.60975
0.582647,0.635997
1.12439,1.56661
0.586109,0.636218
1.39382,1.60939
0.552133,0.63406
1.38555,1.60806
0.512574,0.631556
1.3467,1.60182
0.545985,0.63367
1.28653,1.59221
0.5958,0.636834
1.21517,1.58089
0.533727,0.632894
1.34683,1.60184
0.330134,0.620139
1.22989,1.58322
0.4348,0.626663
1.35762,1.60357
0.447488,0.627459
1.35235,1.60273
0.446618,0.627405
1.15099,1.57078
0.537408,0.633127
1.37014,1.60558
0.582375,0.63598
1.37521,1.6064
0.561873,0.634678
1.28773,1.5924
0.554733,0.634224
1.37609,1.60654
0.549819,0.633913
0.948,1.53921
0.585858,0.636202
1.39195,1.60909
0.490588,0.630169
1.27995,1.59117
0.52795,0.632528
1.33731,1.60032
0.460077,0.628249
1.34609,1.60172
0.577935,0.635698
1.39963,1.61032
0.54281,0.633469
1.18808,1.57661
0.563942,0.634809
1.32427,1.59823
0.576264,0.635591
1.39674,1.60986
0.587576,0.636311
1.2003,1.57854
0.522794,0.632202
1.30078,1.59448
0.550575,0.633961
1.17664,1.57481
0.589895,0.636458
1.3108,1.59608
0.584964,0.636145
1.38626,1.60817
0.598429,0.637002
1.3444,1.60145
0.599796,0.637089
1.05717,1.55611
0.596752,0.636895
1.22075,1.58178
0.403417,0.6247
1.18001,1.57534
0.506154,0.631151
1.37865,1.60695
0.588968,0.636399
1.3321,1.59949
0.51789,0.631892
1.35339,1.60289
0.595068,0.636788
1.25088,1.58655
0.56241,0.634712
1.38427,1.60785
0.575338,0.635533
1.17434,1.57445
0.592024,0.636594
1.35515,1.60318
0.548506,0.63383
1.36644,1.60499
0.586389,0.636235
1.18378,1.57594
0.390484,0.623892
1.33473,1.59991
0.506183,0.631153
1.23679,1.58431
0.570747,0.635241
1.32427,1.59823
0.597385,0.636935
1.27785,1.59083
0.526105,0.632411
1.27008,1.5896
0.464739,0.628542
1.30682,1.59545
0.57496,0.635509
1.16349,1.57274
0.573386,0.635409
1.19737,1.57808
0.596099,0.636853
1.38665,1.60824
0.56893,0.635126
1.28092,1.59132
0.581351,0.635915
1.3567,1.60343
0.592322,0.636613
1.05236,1.55536
0.572109,0.635327
1.17991,1.57533
0.591329,0.63655
1.39413,1.60944
0.430429,0.62639
0.785998,1.51448
0.555426,0.634268
0.948096,1.53923
0.593824,0.636709
1.39706,1.60991
0.549562,0.633897
1.27029,1.58963
0.439428,0.626954
1.39691,1.60989
0.395686,0.624217
1.2196,1.58159
0.521276,0.632106
1.29511,1.59358
0.594145,0.636729
1.14998,1.57062
0.586485,0.636241
1.02439,1.55102
0.562727,0.634732
1.10084,1.56292
0.588297,0.636357
1.32877,1.59895
0.595495,0.636815
1.28136,1.59139
0.561143,0.634631
1.33699,1.60027
0.546282,0.633689
1.39983,1.61036
0.530224,0.632672
1.34027,1.60079
0.592977,0.636655
1.36558,1.60485
0.540394,0.633316
1.31683,1.59704
0.559373,0.634519
1.32841,1.5989
0.583049,0.636023
1.26208,1.58833
0.565216,0.63489
1.28759,1.59238
0.543185,0.633493
1.22171,1.58193
0.49815,0.630646
1.32215,1.59789
0.510466,0.631423
1.23726,1.58439
0.595438,0.636811
1.29487,1.59354
0.573181,0.635396
1.37466,1.60631
0.55287,0.634106
1.32934,1.59904
0.482126,0.629636
1.38497,1.60796
0.586176,0.636222
1.39889,1.6102
0.489777,0.630118
1.39489,1.60956
0.577908,0.635696
1.34614,1.60173
0.577091,0.635644
1.22061,1.58175
0.550243,0.63394
1.2428,1.58527
0.561855,0.634676
1.28919,1.59264
0.558793,0.634482
1.38569,1.60808
0.592274,0.63661
1.0239,1.55094
0.562971,0.634747
1.24043,1.58489
0.546238,0.633686
1.21521,1.5809
0.466359,0.628644
1.38892,1.6086
0.58497,0.636145
1.39372,1.60937
0.464616,0.628535
1.30023,1.5944
0.532036,0.632787
1.37271,1.60599
0.549682,0.633904
1.29073,1.59288
0.590998,0.636529
1.27642,1.5906
0.54929,0.633879
1.36025,1.60399
0.586295,0.636229
1.10419,1.56344
0.574753,0.635495
1.27581,1.59051
0.578262,0.635718
1.2666,1.58904
0.562568,0.634722
1.30973,1.59591
0.580566,0.635865
1.39182,1.60907
0.522284,0.63217
1.39173,1.60905
0.569653,0.635171
0.989971,1.54569
0.577554,0.635674
1.3174,1.59714
0.599668,0.637081
1.21316,1.58057
0.598099,0.636981
1.16618,1.57317
0.551831,0.63404
1.33228,1.59951
0.564398,0.634838
1.30864,1.59574
0.585626,0.636187
1.34609,1.60172
0.593173,0.636667
1.36051,1.60404
0.485658,0.629859
1.09723,1.56236
0.588589,0.636375
1.36143,1.60418
0.577262,0.635655
1.30571,1.59527
0.571205,0.63527
1.29779,1.59401
0.541595,0.633392
1.18047,1.57542
0.534239,0.632926
1.39115,1.60896
0.590731,0.636512
1.3202,1.59758
0.499454,0.630728
1.39652,1.60982
0.569302,0.635149
1.22948,1.58316
0.561578,0.634659
1.21,1.58008
0.53945,0.633256
1.24209,1.58515
0.483418,0.629718
1.25453,1.58713
0.586705,0.636255
1.36361,1.60453
0.5589,0.634489
1.39742,1.60997
0.598851,0.637029
1.19081,1.57705
0.578936,0.635761
1.23448,1.58395
0.524488,0.632309
1.21079,1.5802
0.484219,0.629768
1.38716,1.60832
0.578809,0.635753
1.391,1.60893
0.526865,0.632459
1.25493,1.58719
0.572767,0.635369
1.19252,1.57732
0.450679,0.627659
1.25307,1.5869
0.572757,0.635369
1.38504,1.60798
0.574111,0.635455
1.3704,1.60562
0.584665,0.636126
1.23794,1.5845
0.546417,0.633697
1.36198,1.60427
0.553441,0.634143
1.38862,1.60855
0.51409,0.631652
0.794226,1.51573
0.578733,0.635748
1.34931,1.60224
0.493516,0.630354
1.39038,1.60884
0.58992,0.63646
1.38687,1.60827
0.583611,0.636059
1.32189,1.59785
