J,J2
0.444368,0.731807
1.19444,1.46493
0.689486,0.749967
1.22059,1.46877
0.679609,0.749226
1.12929,1.45542
0.666107,0.748216
1.18214,1.46313
0.692115,0.750164
1.11637,1.45354
0.572609,0.741252
1.07764,1.44792
0.456796,0.732717
1.28707,1.47856
0.618986,0.744698
1.24548,1.47243
0.62283,0.744984
1.28886,1.47883
0.656351,0.747486
1.07269,1.4472
0.656301,0.747482
1.13713,1.45656
0.638069,0.746121
0.779494,1.40539
0.49489,0.735514
1.13512,1.45627
0.549096,0.739512
0.999899,1.43671
0.685452,0.749664
1.13035,1.45557
0.660623,0.747805
1.20019,1.46577
0.637107,0.746049
1.13427,1.45614
0.619377,0.744727
1.26491,1.47529
0.682089,0.749412
1.08982,1.44968
0.680076,0.749261
1.20853,1.467
0.657865,0.747599
1.24288,1.47205
0.581615,0.74192
1.21359,1.46774
0.660205,0.747774
1.06514,1.44611
0.698747,0.750662
1.16679,1.46089
0.67173,0.748636
1.27852,1.4773
0.672846,0.74872
0.801922,1.40854
0.654222,0.747327
1.2807,1.47762
0.677493,0.749068
0.825645,1.41189
0.666056,0.748212
1.20572,1.46658
0.660723,0.747813
1.24536,1.47241
0.62163,0.744895
1.18956,1.46422
0.651576,0.747129
1.0456,1.44329
0.68032,0.74928
1.23212,1.47046
0.669791,0.748491
1.11986,1.45405
0.550803,0.739638
1.29436,1.47964
0.681491,0.749367
1.2129,1.46764
0.453462,0.732473
0.81448,1.41031
0.578589,0.741696
1.18964,1.46423
0.669084,0.748438
1.24974,1.47306
0.644267,0.746583
1.29628,1.47993
0.532454,0.738282
1.29273,1.4794
0.670605,0.748552
0.708038,1.39538
0.626592,0.745265
1.24425,1.47225
0.631176,0.745607
1.20686,1.46675
0.633297,0.745765
1.20307,1.4662
0.627512,0.745333
1.25488,1.47381
0.416121,0.729743
1.26299,1.47501
0.692409,0.750186
1.19706,1.46531
0.603021,0.74351
0.716525,1.39657
0.698557,0.750647
1.09858,1.45096
0.592641,0.742739
1.23702,1.47118
0.636784,0.746025
1.29257,1.47938
0.663405,0.748013
1.16793,1.46105
0.681126,0.74934
1.21671,1.4682
0.600288,0.743307
1.29971,1.48043
0.679911,0.749249
1.1525,1.4588
0.628819,0.745431
1.20647,1.46669
0.553552,0.739841
1.13744,1.4566
0.679281,0.749202
1.21186,1.46749
0.699401,0.750711
1.03267,1.44142
0.631724,0.745647
1.26888,1.47588
0.529939,0.738096
1.17035,1.46141
0.676148,0.748967
1.13162,1.45576
0.642928,0.746483
1.29571,1.47984
0.65027,0.747031
1.1925,1.46465
0.660208,0.747774
1.29326,1.47948
0.654213,0.747326
1.13226,1.45585
0.584485,0.742133
1.26992,1.47603
0.668787,0.748416
1.27381,1.4766
0.676584,0.749
1.23879,1.47144
0.691272,0.750101
1.14203,1.45727
0.610096,0.744036
1.19827,1.46549
0.532097,0.738256
1.14839,1.4582
0.63966,0.746239
1.21929,1.46858
0.63312,0.745751
1.18685,1.46382
0.69838,0.750634
1.25545,1.4739
0.640059,0.746269
1.27555,1.47686
0.611676,0.744154
1.25036,1.47315
0.652698,0.747213
1.20567,1.46658
0.674907,0.748874
1.26922,1.47593
0.675412,0.748912
1.21991,1.46867
0.623141,0.745008
1.21732,1.46829
0.620679,0.744824
1.24467,1.47231
0.638185,0.746129
1.21573,1.46805
0.67961,0.749226
1.1586,1.45969
0.670327,0.748531
1.28573,1.47837
0.649328,0.746961
1.28117,1.47769
0.667906,0.74835
1.23349,1.47066
0.620152,0.744785
1.21648,1.46816
0.67,0.748507
1.19603,1.46516
0.589432,0.742501
1.28826,1.47874
0.678702,0.749158
1.28746,1.47862
0.524259,0.737677
1.29164,1.47924
0.60546,0.743692
1.24651,1.47258
0.689149,0.749941
1.19702,1.46531
0.659077,0.74769
1.27954,1.47745
0.695014,0.750381
1.28968,1.47895
0.550082,0.739584
1.06328,1.44584
0.689428,0.749962
1.05918,1.44525
0.649205,0.746952
1.24312,1.47208
0.62994,0.745514
1.21649,1.46816
0.597621,0.743109
1.06961,1.44676
0.670213,0.748523
1.23806,1.47133
0.657721,0.747588
1.16096,1.46003
0.486364,0.734887
1.29441,1.47965
0.695162,0.750393
1.25038,1.47315
0.597245,0.743081
1.1524,1.45878
0.628415,0.745401
1.28178,1.47778
0.658971,0.747682
1.2546,1.47377
0.644862,0.746628
1.18355,1.46334
0.519714,0.737342
1.28249,1.47789
0.684237,0.749573
1.27457,1.47672
0.688531,0.749895
1.19413,1.46489
0.649734,0.746991
1.28467,1.47821
0.687823,0.749842
1.28953,1.47893
0.691058,0.750085
1.28036,1.47757
0.666409,0.748238
1.27292,1.47647
0.640459,0.746299
1.29426,1.47963
0.613617,0.744298
1.29302,1.47944
0.55885,0.740233
1.19669,1.46526
0.661885,0.7479
1.03678,1.44202
0.673226,0.748748
1.18707,1.46385
0.596364,0.743015
1.14314,1.45744
0.607792,0.743865
1.06881,1.44664
0.627587,0.745339
1.2554,1.47389
0.682903,0.749473
1.05374,1.44446
0.653019,0.747237
1.14556,1.45779
0.683027,0.749483
0.814079,1.41026
0.638363,0.746143
1.20024,1.46578
0.588803,0.742454
1.25254,1.47347
0.628806,0.74543
1.27236,1.47639
0.618655,0.744673
1.19285,1.4647
0.690159,0.750017
1.10642,1.45209
0.651422,0.747118
0.617963,1.38287
0.572447,0.74124
1.29749,1.48011
0.695911,0.750449
1.23526,1.47092
0.631121,0.745602
1.00537,1.43749
0.635295,0.745914
1.23914,1.47149
0.632181,0.745681
1.13797,1.45668
0.575941,0.741499
1.22939,1.47006
0.590913,0.74261
1.29367,1.47954
0.668381,0.748386
1.00417,1.43732
0.671476,0.748617
1.22838,1.46991
0.61715,0.744561
1.21357,1.46774
0.638044,0.746119
1.28222,1.47785
0.695623,0.750427
1.17496,1.46208
0.646746,0.746768
1.29676,1.48
0.693316,0.750254
1.21026,1.46725
0.626944,0.745291
1.2496,1.47303
0.648186,0.746876
0.959374,1.4309
0.671686,0.748633
1.25219,1.47342
0.667779,0.748341
1.07982,1.44824
0.588273,0.742414
1.13845,1.45675
0.676551,0.748997
1.26878,1.47586
0.682215,0.749422
1.26481,1.47528
0.623366,0.745024
1.19338,1.46478
0.668222,0.748374
1.27492,1.47677
0.698156,0.750617
1.0487,1.44374
0.600668,0.743335
1.29086,1.47912
0.617461,0.744585
0.991643,1.43552
0.684249,0.749574
0.928487,1.42648
0.675243,0.748899
1.19212,1.46459
0.687743,0.749836
1.03293,1.44146
0.675747,0.748937
1.18447,1.46347
0.645878,0.746703
1.23033,1.4702
0.679213,0.749197
1.25997,1.47456
0.699637,0.750728
1.26724,1.47563
0.600365,0.743313
1.17418,1.46197
0.685429,0.749663
1.21295,1.46765
0.693104,0.750238
1.18836,1.46404
0.691551,0.750122
1.09736,1.45078
0.646555,0.746754
1.1925,1.46465
0.684672,0.749606
1.27365,1.47658
0.638606,0.746161
1.02777,1.44072
0.646181,0.746726
1.22297,1.46912
0.681714,0.749384
1.1733,1.46184
0.698475,0.750641
1.06282,1.44578
0.592466,0.742726
1.2664,1.47551
0.689542,0.749971
1.20839,1.46698
0.669745,0.748488
1.26886,1.47587
0.613752,0.744308
1.2852,1.47829
0.547497,0.739393
1.17399,1.46194
0.615886,0.744467
1.21144,1.46742
0.651266,0.747106
0.766735,1.4036
0.618315,0.744648
1.10734,1.45223
0.689649,0.749979
1.17251,1.46172
0.639148,0.746201
1.2955,1.47981
0.666741,0.748263
1.14033,1.45703
0.677611,0.749077
1.25282,1.47351
0.587617,0.742366
1.2893,1.47889
0.694592,0.75035
1.04687,1.44347
0.695513,0.750419
1.29764,1.48013
0.551234,0.73967
1.07259,1.44719
0.696407,0.750486
1.213,1.46765
0.653627,0.747282
1.18516,1.46357
0.688357,0.749882
1.27761,1.47717
0.679406,0.749211
1.18679,1.46381
0.624267,0.745092
1.17149,1.46157
0.403453,0.728819
1.16671,1.46087
0.669865,0.748497
1.06876,1.44664
0.678056,0.74911
1.29093,1.47914
0.633279,0.745763
1.19031,1.46433
0.595405,0.742944
1.16518,1.46065
0.691541,0.750121
1.20745,1.46684
0.52182,0.737497
1.08511,1.449
0.635199,0.745906
1.18787,1.46397
0.686961,0.749777
1.15783,1.45958
0.650748,0.747067
1.25085,1.47322
0.649377,0.746965
1.27312,1.4765
0.654788,0.747369
1.21686,1.46822
0.659622,0.74773
1.27907,1.47738
0.69662,0.750502
1.25027,1.47313
0.6684,0.748387
0.781046,1.40561
0.694441,0.750339
1.23476,1.47085
0.690675,0.750056
1.08636,1.44918
0.639671,0.74624
1.28173,1.47777
0.684394,0.749585
1.2932,1.47947
0.678193,0.74912
1.10239,1.45151
0.650175,0.747024
1.27746,1.47714
0.539149,0.738776
1.24326,1.4721
0.636137,0.745976
1.17869,1.46263
0.630205,0.745534
1.22507,1.46943
0.681915,0.749399
1.13886,1.45681
0.431599,0.730873
1.14688,1.45798
0.670616,0.748553
1.24561,1.47245
0.620636,0.744821
1.22257,1.46906
0.669181,0.748446
1.16131,1.46009
0.699783,0.750739
1.29094,1.47914
0.645756,0.746694
1.20995,1.4672
0.604874,0.743648
1.239,1.47147
0.658315,0.747633
1.14143,1.45719
0.444861,0.731843
1.2206,1.46877
0.553375,0.739828
1.14114,1.45714
0.697867,0.750596
1.15722,1.45949
0.66836,0.748384
1.09031,1.44976
0.688203,0.749871
1.2398,1.47159
0.579603,0.741771
1.1732,1.46182
0.598015,0.743138
1.28956,1.47893
0.655097,0.747392
0.834577,1.41315
0.644377,0.746591
1.22123,1.46886
0.656021,0.747461
1.22084,1.4688
0.691208,0.750096
1.23635,1.47108
0.683098,0.749488
1.27957,1.47745
0.658322,0.747633
1.21752,1.46832
0.636424,0.745998
1.20986,1.46719
0.618585,0.744668
1.29948,1.4804
0.696689,0.750507
1.1911,1.46444
0.697285,0.750552
1.2359,1.47102
0.668422,0.748389
1.18931,1.46418
0.677665,0.749081
1.23704,1.47118
0.605618,0.743703
1.29617,1.47991
0.640591,0.746309
1.27812,1.47724
0.65255,0.747202
1.25957,1.4745
0.65061,0.747057
1.21698,1.46824
0.63139,0.745622
1.10035,1.45121
0.560813,0.740379
1.13204,1.45582
0.649522,0.746976
0.82951,1.41244
0.671602,0.748627
1.25075,1.4732
0.693531,0.75027
1.29043,1.47906
0.670029,0.748509
1.10611,1.45205
0.65013,0.747021
1.25532,1.47388
0.507233,0.736422
0.91768,1.42494
0.686707,0.749758
1.2296,1.47009
0.684101,0.749563
1.29565,1.47983
0.670745,0.748563
1.29383,1.47956
0.668622,0.748404
1.17343,1.46186
0.693451,0.750264
1.27156,1.47627
0.668251,0.748376
1.28321,1.47799
0.65224,0.747179
1.10159,1.45139
0.657621,0.747581
1.11309,1.45306
0.692841,0.750218
1.24441,1.47227
0.608177,0.743894
1.25568,1.47393
0.65037,0.747039
1.26832,1.47579
0.606555,0.743773
1.17858,1.46261
0.606316,0.743755
1.04799,1.44363
0.524692,0.737709
1.24851,1.47287
0.481057,0.734497
1.17922,1.4627
0.637405,0.746071
1.21976,1.46865
0.581277,0.741895
1.17569,1.46219
0.561217,0.740408
1.15894,1.45974
0.639245,0.746208
1.27632,1.47698
0.542144,0.738998
1.27741,1.47714
0.688611,0.749901
1.04652,1.44342
0.614405,0.744357
1.15624,1.45935
0.656544,0.7475
1.27214,1.47636
0.683957,0.749552
1.23118,1.47032
0.672431,0.748689
1.18126,1.463
0.541767,0.73897
1.22765,1.46981
0.669567,0.748474
1.22955,1.47008
0.652254,0.74718
1.29123,1.47918
0.67688,0.749022
1.22491,1.4694
0.658137,0.747619
1.27473,1.47674
0.662907,0.747976
1.26335,1.47506
0.626689,0.745272
1.24187,1.4719
0.699834,0.750743
1.09034,1.44976
0.603936,0.743578
1.28276,1.47793
0.625075,0.745152
1.21796,1.46838
0.69199,0.750155
1.17662,1.46232
0.642976,0.746487
1.11776,1.45374
0.683546,0.749521
1.22363,1.46921
0.625797,0.745205
1.22321,1.46915
0.609907,0.744022
1.1507,1.45854
0.670502,0.748544
1.27501,1.47678
0.484704,0.734765
1.24719,1.47268
0.409002,0.729224
1.19579,1.46513
0.675017,0.748882
1.17158,1.46159
0.686721,0.749759
1.24425,1.47225
0.686363,0.749733
1.0443,1.4431
0.681927,0.7494
1.08473,1.44895
0.668173,0.74837
1.27983,1.47749
0.580633,0.741847
1.2178,1.46836
0.486327,0.734884
0.987315,1.4349
0.655776,0.747443
1.05478,1.44461
0.609897,0.744022
1.26157,1.4748
0.671565,0.748624
1.14861,1.45823
0.656247,0.747478
1.28445,1.47818
0.686684,0.749757
1.29793,1.48017
0.660643,0.747807
1.29172,1.47925
0.598748,0.743193
1.17324,1.46183
0.693288,0.750252
1.29605,1.47989
0.624587,0.745115
0.737363,1.39948
0.624053,0.745076
1.12377,1.45461
0.678612,0.749152
1.28683,1.47853
0.561361,0.740419
0.975855,1.43326
0.645563,0.74668
1.27008,1.47605
0.641679,0.74639
1.27054,1.47612
0.668785,0.748416
1.15566,1.45926
0.691115,0.750089
1.23347,1.47066
0.671189,0.748596
1.12688,1.45507
0.662054,0.747912
1.23956,1.47156
0.691823,0.750142
1.29032,1.47904
0.673811,0.748792
1.15465,1.45911
0.612315,0.744201
1.22238,1.46903
0.525058,0.737736
1.21983,1.46866
0.631409,0.745624
0.936499,1.42763
0.698086,0.750612
1.18079,1.46293
0.489492,0.735117
1.24057,1.4717
0.668152,0.748369
1.1344,1.45616
0.631236,0.745611
1.14286,1.45739
0.663276,0.748004
1.29984,1.48045
0.543533,0.7391
0.858508,1.41654
0.69511,0.750389
1.25175,1.47335
0.69628,0.750476
1.1276,1.45517
0.699427,0.750713
1.21837,1.46844
0.685695,0.749683
1.19652,1.46524
0.694347,0.750331
1.10703,1.45218
0.610589,0.744073
1.12719,1.45511
0.697254,0.75055
1.1203,1.45411
0.639086,0.746197
1.18807,1.464
0.672516,0.748695
1.05515,1.44467
0.697105,0.750538
1.17544,1.46215
0.668265,0.748377
0.89851,1.42221
0.55094,0.739648
1.22241,1.46903
0.69772,0.750585
0.87742,1.41922
0.697856,0.750595
1.20164,1.46599
0.673159,0.748743
1.17281,1.46177
0.619246,0.744717
1.18841,1.46405
0.688554,0.749897
1.2296,1.47009
0.59021,0.742558
1.25766,1.47422
0.58052,0.741839
1.16239,1.46024
0.696498,0.750493
1.25284,1.47351
0.633202,0.745758
1.29496,1.47973
0.63036,0.745546
1.27373,1.47659
0.66823,0.748374
1.13145,1.45573
0.688848,0.749919
1.00323,1.43719
0.688954,0.749927
1.11536,1.45339
0.605732,0.743712
1.22517,1.46944
0.616108,0.744484
1.29637,1.47994
0.679755,0.749237
1.04408,1.44307
0.683794,0.74954
1.29426,1.47963
0.644155,0.746575
1.28658,1.47849
0.598003,0.743137
1.25051,1.47317
0.636983,0.74604
1.19463,1.46496
0.6951,0.750388
1.12837,1.45528
0.622681,0.744973
1.25063,1.47319
0.385156,0.727487
1.14204,1.45728
0.507267,0.736425
1.26065,1.47466
0.522069,0.737516
1.25575,1.47394
0.521055,0.737441
1.06878,1.44664
0.626976,0.745293
1.27227,1.47638
0.679437,0.749214
1.27698,1.47707
0.655519,0.747424
1.19575,1.46512
0.647189,0.746801
1.2778,1.47719
0.641456,0.746373
0.880286,1.41963
0.683502,0.749518
1.29252,1.47937
0.572353,0.741233
1.18852,1.46406
0.615942,0.744471
1.24179,1.47188
0.536757,0.7386
1.24994,1.47308
0.674258,0.748826
1.29965,1.48043
0.633278,0.745763
1.10321,1.45163
0.657932,0.747604
1.22968,1.4701
0.672308,0.74868
1.29697,1.48003
0.685505,0.749668
1.11457,1.45328
0.609927,0.744024
1.20787,1.4669
0.642338,0.746439
1.0926,1.45009
0.688211,0.749871
1.21717,1.46827
0.682458,0.74944
1.28724,1.47859
0.698167,0.750618
1.24837,1.47285
0.699762,0.750738
0.98166,1.43409
0.69621,0.750471
1.13356,1.45604
0.470653,0.733733
1.09573,1.45054
0.590512,0.742581
1.28017,1.47754
0.687129,0.74979
1.23695,1.47117
0.604205,0.743598
1.25672,1.47408
0.694246,0.750324
1.16154,1.46012
0.656145,0.747471
1.28539,1.47832
0.671227,0.748599
1.09046,1.44978
0.690695,0.750057
1.25836,1.47432
0.639923,0.746259
1.26883,1.47587
0.684121,0.749565
1.09922,1.45105
0.455565,0.732627
1.23939,1.47153
0.590547,0.742583
1.14845,1.45821
0.665872,0.748198
1.22967,1.4701
0.69695,0.750527
1.18657,1.46378
0.61379,0.744311
1.17936,1.46272
0.542196,0.739001
1.21348,1.46772
0.670786,0.748566
1.08039,1.44832
0.66895,0.748428
1.11184,1.45288
0.695448,0.750414
1.2876,1.47864
0.663752,0.748039
1.18942,1.4642
0.678243,0.749124
1.25979,1.47454
0.691042,0.750084
0.977194,1.43345
0.667461,0.748317
1.09563,1.45053
0.689884,0.749997
1.29454,1.47967
0.502168,0.736049
0.729855,1.39843
0.647997,0.746862
0.880375,1.41964
0.692794,0.750215
1.29727,1.48007
0.641155,0.746351
1.17955,1.46275
0.512666,0.736822
1.29713,1.48005
0.461633,0.733072
1.13249,1.45588
0.608155,0.743892
1.2026,1.46613
0.693169,0.750243
1.06784,1.4465
0.684232,0.749573
0.951216,1.42973
0.656515,0.747498
1.02221,1.43992
0.686346,0.749731
1.23386,1.47072
0.694745,0.750361
1.18984,1.46426
0.654667,0.74736
1.24149,1.47184
0.637329,0.746065
1.29984,1.48045
0.618595,0.744669
1.24453,1.47229
0.691806,0.750141
1.26804,1.47575
0.630459,0.745553
1.22277,1.46909
0.652602,0.747206
1.23352,1.47067
0.680224,0.749272
1.17194,1.46164
0.659419,0.747715
1.19562,1.4651
0.633716,0.745796
1.13444,1.45617
0.581175,0.741888
1.22771,1.46981
0.595543,0.742954
1.14888,1.45827
0.694678,0.750356
1.20238,1.46609
0.668711,0.74841
1.27647,1.477
0.645015,0.746639
1.23439,1.4708
0.56248,0.740502
1.28604,1.47841
0.683873,0.749546
1.29897,1.48032
0.571407,0.741163
1.29525,1.47977
0.674226,0.748823
1.24998,1.47309
0.673273,0.748752
1.13343,1.45602
0.641951,0.74641
1.15403,1.45902
0.655497,0.747422
1.19711,1.46532
0.651926,0.747155
1.28671,1.47851
0.690986,0.750079
0.950768,1.42967
0.6568,0.747519
1.15183,1.4587
0.637278,0.746062
1.12841,1.45529
0.544085,0.739141
1.28972,1.47896
0.682465,0.74944
1.29416,1.47961
0.542052,0.738991
1.20736,1.46683
0.620708,0.744826
1.27466,1.47673
0.641296,0.746361
1.19853,1.46553
0.689498,0.749968
1.18524,1.46358
0.640839,0.746327
1.26309,1.47502
0.684011,0.749556
1.02532,1.44036
0.670545,0.748548
1.18468,1.4635
0.674639,0.748854
1.17613,1.46225
0.656329,0.747484
1.21618,1.46812
0.677327,0.749055
1.29241,1.47935
0.609331,0.743979
1.29232,1.47934
0.664595,0.748102
0.919259,1.42517
0.673813,0.748792
1.2233,1.46916
0.699613,0.750727
1.1265,1.45501
0.697782,0.750589
1.08288,1.44868
0.643803,0.746549
1.23712,1.4712
0.658464,0.747644
1.21516,1.46797
0.683231,0.749498
1.24994,1.47308
0.692035,0.750158
1.26333,1.47506
0.566601,0.740807
1.01886,1.43943
0.686687,0.749757
1.26419,1.47518
0.673472,0.748767
1.21245,1.46757
0.666406,0.748238
1.2051,1.46649
0.631861,0.745658
1.09615,1.4506
0.623279,0.745018
1.29178,1.47926
0.689186,0.749944
1.2259,1.46955
0.582697,0.742001
1.29677,1.48
0.664186,0.748072
1.14166,1.45722
0.655174,0.747398
1.12357,1.45459
0.629358,0.745471
1.15337,1.45893
0.563988,0.740614
1.16493,1.46061
0.684489,0.749592
1.26621,1.47548
0.65205,0.747164
1.29761,1.48012
0.69866,0.750655
1.10575,1.452
0.675425,0.748913
1.1463,1.4579
0.611902,0.744171
1.12431,1.45469
0.564923,0.740683
1.28808,1.47871
0.675278,0.748902
1.29164,1.47924
0.614676,0.744377
1.16529,1.46067
0.668228,0.748374
1.10734,1.45223
0.525792,0.73779
1.16357,1.46042
0.668217,0.748373
1.28611,1.47842
0.669796,0.748492
1.27251,1.47641
0.682109,0.749414
1.14951,1.45836
0.637487,0.746077
1.2647,1.47526
0.645681,0.746689
1.28944,1.47891
0.599772,0.743269
0.737496,1.3995
0.675189,0.748895
1.25293,1.47352
0.575769,0.741487
1.29107,1.47916
0.68824,0.749873
1.28781,1.47867
0.68088,0.749322
1.22747,1.46978
